gene,TUNG2_81s_1,TUNG2_95s_3,TUNG3_81s_2,TUNG3_95s_4,TUNG4_81s_3,TUNG4_95s_4,TUNG6_81s_4,TUNG6_95s_5,TUNG7_81s_5,TUNG7_95s_5
KIAA0895L|653319,127.6458,165.2412,156.0284,170.5764,1086.05,1161.392,1174.48,1425.9309,128.9161,132.2851
KIAA0895|23366,60.4752,48.2456,115.8392,110.2757,31.6784,22.7273,100,80.6142,87.2079,71.2788
KIAA0907|22889,272.1382,383.7719,222.2222,215.5388,633.5676,616.4773,720,781.19,223.7073,215.9329
KIAA0913|23053,892.0086,984.6491,990.5437,1164.1604,6436.4705,7134.9432,4440,4986.5643,553.5807,624.7379
KIAA0922|23240,1308.8553,1618.4211,508.2742,583.9599,1079.9447,917.6136,1024,1065.2591,451.2062,425.5765
KIAA0947|23379,822.8942,1002.193,196.2175,214.2857,406.0592,518.4659,796,790.7869,318.4985,278.826
KIAA1009|22832,58.3153,85.5263,28.3688,26.3158,120.9538,96.5909,48,55.6622,30.3332,46.1216
KIAA1012|22878,634.9892,697.3684,1550.8274,1388.4712,411.8189,427.5568,232,255.2783,542.2058,433.9623
KIAA1024|23251,30.2376,30.7018,9.4563,3.7594,23.0388,18.4659,12,11.5163,15.1666,10.4822
KIAA1033|23325,507.5594,618.4211,843.9716,818.2957,466.5361,538.3523,308,307.1017,462.5812,306.0797
KIAA1045|23349,6.4795,8.7719,33.0969,22.5564,54.7172,63.9205,12,11.5163,53.0831,52.4109
KIAA1107|23285,28.0778,19.7368,11.8203,3.7594,11.5194,17.0455,4,3.8388,0,2.0964
KIAA1109|84162,393.0886,385.9649,170.2128,159.1479,443.4973,411.9318,448,406.9098,109.9578,92.2432
KIAA1143|57456,444.9244,491.2281,323.8771,298.2456,253.427,248.5795,216,182.3417,231.2906,207.5472
KIAA1147|57189,105.8315,131.5789,132.3877,107.7694,313.9039,360.7955,216,176.5835,170.6242,148.847
KIAA1161|57462,382.2894,567.9825,271.8676,298.2456,1203.7784,1213.0682,252,289.8273,265.4154,350.1048
KIAA1191|57179,2155.5076,2429.8246,4860.5201,4770.6767,1264.2553,1498.5795,1016,1003.8388,2335.6557,2150.9434
KIAA1199|57214,190.0648,258.7719,210.4019,208.0201,1211.698,1213.0682,912,892.5144,299.5403,257.8616
KIAA1210|57481,0,6.5789,0,0,0,0,0,0,0,0
KIAA1211|57482,56.1555,72.3684,16.5485,13.7845,2.8799,12.7841,20,9.5969,7.5833,4.1929
KIAA1217|56243,1572.3542,1811.4035,1288.4161,1163.8596,3336.482,3190.8665,6040,5740.9021,636.997,547.1698
KIAA1239|57495,2.1598,8.7719,23.6407,28.8221,2.8799,8.5227,0,0,7.5833,8.3857
KIAA1244|57221,2.1598,4.386,9.4563,13.7845,11.5194,9.9432,24,7.6775,7.5833,2.0964
KIAA1257|57501,10.7991,10.9649,56.9504,79.5614,20.159,21.3068,16,13.4357,18.9582,33.543
KIAA1267|284058,367.1706,401.3158,113.4752,120.3008,1252.7359,1296.875,1160,1224.5681,204.749,180.2935
KIAA1274|27143,155.5076,135.9649,63.8298,81.4536,708.4437,796.875,136,132.4376,227.4989,134.1719
KIAA1279|26128,1151.1879,1390.3509,825.0591,823.3083,915.7931,944.6023,1088,1047.9846,951.7039,840.6709
KIAA1310|55683,382.2894,392.5439,397.1631,444.8622,1848.8653,1663.3523,1288,1255.2783,382.9565,394.13
KIAA1324L|222223,339.0929,407.8947,54.3735,46.3659,5.7597,17.0455,64,78.6948,64.458,62.8931
KIAA1324|57535,6.4795,15.3509,21.2766,21.3033,69.1165,78.125,8,15.3551,22.7499,35.6394
KIAA1328|57536,75.594,70.1754,68.5579,77.6942,23.0388,25.5682,48,47.9846,68.2497,44.0252
KIAA1370|56204,289.4168,388.1579,586.2884,498.7469,515.4936,522.7273,312,307.1017,299.5403,205.4507
KIAA1377|57562,21.5983,41.6667,0,5.0125,28.7985,17.0455,24,5.7582,18.9582,23.0608
KIAA1383|54627,209.5032,234.6491,2.3641,6.2657,40.3179,51.1364,8,9.5969,26.5415,18.8679
KIAA1407|57577,41.0367,46.0526,9.4563,8.7719,141.1128,102.2727,108,107.4856,18.9582,16.7715
KIAA1409|57578,8.6393,15.3509,2.3641,1.2531,2.8799,2.8409,0,1.9194,7.5833,0
KIAA1429|25962,1468.6825,1607.4561,931.4421,864.6617,570.2108,502.8409,692,681.382,826.5795,628.9308
KIAA1430|57587,704.1037,875,921.9858,808.2707,192.9501,142.0455,692,639.1555,420.873,337.5262
KIAA1432|57589,386.6091,552.6316,456.2648,513.7469,647.9668,680.5256,619.96,502.8791,299.5403,222.2222
KIAA1462|57608,345.5724,418.8596,111.1111,117.7945,290.8651,272.7273,240,216.8906,181.9991,155.1363
KIAA1467|57613,17.2786,37.2807,68.5579,71.4286,143.9926,126.4205,80,84.453,56.8747,54.5073
KIAA1468|57614,172.7862,190.7895,628.8416,665.4135,434.8577,428.9773,264,178.5029,508.081,297.6939
KIAA1486|57624,0,10.9649,2.3641,1.2531,2.8799,2.8409,144,122.8407,0,0
KIAA1522|57648,2712.743,3313.5965,2654.8463,2837.0927,12104.0203,13299.7159,6692,7715.9309,2210.5313,2710.6918
KIAA1524|57650,123.1102,151.3158,56.7376,56.391,31.6784,34.0909,196,176.5835,72.0413,20.9644
KIAA1529|57653,10.7991,17.5439,0,5.0125,40.3179,45.4545,8,9.5969,7.5833,12.5786
KIAA1530|57654,56.1555,67.9825,44.9173,41.3534,282.2256,353.6932,192,203.4549,18.9582,31.4465
KIAA1539|80256,576.6739,668.8596,848.6998,819.5489,1848.8653,1795.4545,1292,1205.3743,811.4129,744.2348
KIAA1543|57662,453.5637,570.1754,754.1371,989.9749,1664.5548,2259.9432,2280,3573.8964,341.2484,482.1803
KIAA1549|57670,51.8359,50.4386,11.8203,5.0125,28.7985,24.1477,20,44.1459,41.7081,18.8679
KIAA1586|57691,166.3067,160.0877,163.1206,177.9449,120.9538,75.2841,56,55.6622,90.9996,92.2432
KIAA1598|57698,356.3715,344.2982,1092.1986,958.6466,866.8356,857.9545,1012,856.0461,511.8726,484.2767
KIAA1609|57707,1678.1857,1780.7018,1517.7305,1369.6742,1128.9022,1160.5114,704,677.5432,3014.3609,3058.7002
KIAA1614|57710,51.8359,54.8246,23.8534,17.7068,106.9577,130.4972,40,34.5489,22.7499,12.5786
KIAA1632|57724,451.4039,502.193,269.5035,273.183,630.6877,569.6023,216,178.5029,193.3741,184.4864
KIAA1644|85352,840.1728,903.5088,108.747,124.0602,884.1147,975.8523,980,927.0633,284.3737,274.6331
KIAA1671|85379,580.9935,563.5965,617.0213,604.01,2943.2093,2876.4205,472,395.3935,481.5394,389.9371
KIAA1683|80726,64.7948,92.1053,0,6.2657,152.6322,238.6364,8,9.5969,0,2.0964
KIAA1704|55425,193.2613,263.1579,224.9882,181.203,100.7948,108.0398,80,33.2246,219.9156,209.6436
KIAA1712|80817,196.5443,265.3509,101.6548,101.0777,23.4132,24.3608,80,89.1747,83.7575,39.979
KIAA1715|80856,408.2073,554.8246,907.8014,938.5965,112.3142,132.1023,252,276.3916,291.957,278.826
KIAA1731|85459,92.8726,96.4912,70.922,50.1253,178.5509,186.0795,184,151.6315,53.0831,52.4109
KIAA1737|85457,174.946,177.6316,498.818,526.3158,437.7376,386.3636,192,261.0365,356.415,352.2013
KIAA1751|85452,0,0,2.3641,0,0,2.8409,8,5.7582,0,0
KIAA1755|85449,21.5983,26.3158,0,7.5188,155.512,188.9205,20,24.952,75.833,92.2432
KIAA1797|54914,552.9158,578.9474,657.2104,610.2757,210.2292,234.375,980,913.6276,265.4154,257.8616
KIAA1804|84451,153.3477,166.6667,73.2861,85.213,138.2329,156.25,56,80.6142,34.1248,33.543
KIAA1826|84437,138.2289,140.3509,96.9267,67.6692,74.8762,88.0682,116,95.9693,144.0827,184.4864
KIAA1841|84542,90.7127,114.0351,165.4846,176.6917,80.6359,61.0795,156,111.3244,113.7495,81.761
KIAA1875|340390,0,0,14.1844,17.5439,190.0703,194.6023,76,88.2917,0,0
KIAA1908|114796,58.3153,63.5965,75.6501,149.1228,20.159,49.7159,12,24.952,56.8747,29.3501
KIAA1919|91749,34.5572,50.4386,132.3877,122.807,60.4769,56.8182,28,19.1939,90.9996,54.5073
KIAA1949|170954,2915.7667,3368.4211,1203.3097,1294.4862,3772.6068,3812.5,8352,8773.5125,2494.905,2454.9266
KIAA1958|158405,2.1598,24.1228,35.461,50.1253,77.756,71.0227,52,42.2265,15.1666,18.8679
KIAA1967|57805,598.2721,758.7719,276.5957,302.005,1917.9818,2044.0341,1828,1829.1747,591.4972,635.2201
KIAA1984|84960,0,0,2.3641,1.2907,9.1291,13.3381,4,9.5969,0,0
KIAA2013|90231,2520.5184,3177.6316,1444.4444,1943.609,5077.18,6673.2955,5304,7443.3781,2623.821,3635.2201
KIAA2018|205717,222.4622,274.1228,92.1986,91.4787,374.3808,372.1591,388,383.8772,75.833,88.0503
KIAA2022|340533,10.7991,15.3509,0,0,2.8799,0,12,23.0326,0,0
KIAA2026|158358,295.8963,258.7719,186.7612,161.6541,751.6415,737.2159,540,527.8311,117.5411,75.4717
KIDINS220|57498,1112.311,1372.807,307.3286,291.9799,938.8319,928.9773,2112,1971.2092,326.0818,310.2725
KIF11|3832,732.1814,896.9298,144.208,184.2105,460.7764,380.6818,676,629.5585,254.0405,163.522
KIF12|113220,2.1598,4.386,0,0,120.9538,161.9318,0,0,22.7499,20.9644
KIF13A|63971,682.5054,848.6842,645.3901,615.2882,1206.6582,1196.0227,2040,1953.9347,564.9557,616.3522
KIF13B|23303,164.1469,203.9474,300.2364,360.9023,947.4715,967.3295,88,107.4856,250.2488,276.7296
KIF14|9928,161.987,105.2632,35.461,22.5564,83.5157,95.1705,220,178.5029,26.5415,27.2537
KIF15|56992,144.7084,162.2807,44.9173,28.8221,34.5582,35.5114,96,130.5182,34.1248,25.1572
KIF16B|55614,207.3434,304.8246,238.7707,200.5013,501.0943,583.8068,588,543.1862,295.7486,249.4759
KIF17|57576,10.7991,24.1228,49.6454,56.391,63.3568,95.1705,556,547.025,125.1244,132.0755
KIF18A|81930,261.3391,344.2982,148.9362,106.5163,129.5934,79.5455,176,159.309,151.666,92.2432
KIF18B|146909,149.0281,182.0175,89.8345,75.188,768.9206,948.8636,1628,1760.0768,64.458,113.2075
KIF19|124602,2.1598,0,0,1.2531,20.159,32.6705,8,1.9194,0,8.3857
KIF1A|547,10.7991,17.5439,0,0,11.5194,2.8409,4,3.8388,3.7916,0
KIF1B|23095,1015.1188,1142.5439,628.8416,620.3008,869.7155,940.3409,828,685.2207,420.873,345.9119
KIF1C|10749,1561.5551,1697.3684,3040.1891,3378.4461,10246.5154,11299.7159,10844,11894.4338,1361.202,1897.2746
KIF20A|10112,1015.1188,1063.5965,553.1915,471.1779,521.2533,497.1591,968,867.5624,511.8726,534.5912
KIF20B|9585,190.0648,234.6491,222.2222,187.9699,290.8651,264.2045,704,516.3148,155.4576,144.6541
KIF21A|55605,451.4039,486.8421,238.7707,189.2231,267.8263,231.5341,480,426.1036,117.5411,102.7254
KIF21B|23046,36.7171,43.8596,26.0047,63.9098,599.0093,610.7955,196,218.81,68.2497,96.4361
KIF22|3835,853.1317,885.9649,768.3215,710.5263,1408.2479,1535.5114,2212,2412.6679,1444.6182,1392.0335
KIF23|9493,788.3369,883.7719,241.1348,230.5764,575.9705,491.4773,756,719.7697,348.8317,297.6939
KIF24|347240,112.311,103.0702,56.7376,67.6692,285.1054,250,516,512.476,117.5411,113.2075
KIF25|3834,2.1598,0,4.7281,0,2.8799,4.2614,0,0,0,0
KIF26A|26153,410.3672,539.4737,11.8203,27.5689,152.6322,235.7955,44,74.856,18.9582,27.2537
KIF26B|55083,220.3024,326.7544,151.3002,196.7419,262.0666,316.7614,1120,1506.7179,68.2497,106.9182
KIF27|55582,11.9006,10.9649,10.4728,9.2356,14.3993,26.9886,16,13.4357,3.7916,8.3857
KIF2A|3796,479.4816,548.2456,347.5177,318.2957,192.9501,220.1705,144,188.0998,329.8735,270.4403
KIF2B|84643,0,0,0,0,0,0,0,0,0,0
KIF2C|11004,838.013,958.3333,217.4941,230.5764,766.0408,642.0455,1444,1355.0864,633.2054,568.1342
KIF3A|11127,101.5119,131.5789,134.7518,110.2757,83.5157,102.2727,112,63.3397,45.4998,20.9644
KIF3B|9371,1028.0778,1043.8596,269.5035,219.2982,918.673,867.8977,1208,1024.952,489.1227,408.805
KIF3C|3797,406.0475,416.6667,30.7329,51.3784,679.6452,805.3977,1688,1940.499,280.582,278.826
KIF4A|24137,410.3672,434.2105,125.2955,125.3133,244.7875,294.0341,644,692.8983,231.2906,178.1971
KIF4B|285643,12.959,32.8947,11.8203,17.5439,60.4769,36.9318,120,99.8081,15.1666,14.6751
KIF5A|3798,0,0,2.3641,2.5063,8.6396,8.5227,0,1.9194,0,0
KIF5B|3799,1876.8898,2098.6842,2404.2553,2324.5614,1094.344,1117.8977,2544,2176.5835,1205.7443,1067.086
KIF5C|3800,10.7991,24.1228,2.3641,1.2531,25.9187,14.2045,4,9.5969,7.5833,4.1929
KIF6|221458,2.1598,8.7719,0,0,14.3993,5.6818,0,1.9194,15.1666,12.5786
KIF7|374654,90.7127,122.5219,2.3641,10.0251,165.0156,206.392,16.32,50.6526,7.5833,19.5178
KIF9|64147,110.1512,138.1579,62.8132,63.0952,31.6784,30.4688,12,13.4357,75.833,62.8931
KIFAP3|22920,1185.7451,1403.5088,742.3168,794.4862,316.7838,299.7159,364,406.9098,580.1223,459.1195
KIFC1|3833,241.9006,274.1228,191.4894,219.2982,446.3771,365.0568,1048,1113.2438,356.415,469.6017
KIFC2|90990,290.4752,396.9298,1860.4019,2452.2431,8126.5695,10347.2301,3543,4976.0077,227.4989,297.5472
KIFC3|3801,697.6242,903.5088,619.3853,786.9674,1998.6177,2421.875,2208,2735.1248,587.7056,920.3354
KILLIN|100144748,43.1965,32.8947,21.2766,23.8095,37.4381,39.7727,8,17.2745,15.1666,14.6751
KIN|22944,390.9287,445.1754,234.0426,171.6792,80.6359,68.1818,64,82.5336,200.9574,155.1363
KIR2DL1|3802,0,0,0,1.2531,0,2.8409,0,9.5969,22.7499,8.3857
KIR2DL3|3804,2.1598,4.386,0,0,2.8799,2.8409,0,0,15.1666,2.0964
KIR2DL4|3805,2.1598,2.193,0,2.5063,63.3568,41.1932,40,47.9846,72.0413,46.1216
KIR2DS4|3809,2.1598,2.193,4.7281,5.0125,20.159,14.2045,28,3.8388,41.7081,25.1572
KIR3DL1|3811,0,0,0,0,10.4827,6.0227,0,3.8388,29.7265,14.6751
KIR3DL2|3812,2.1598,2.193,0,0,26.9554,19.5455,0,0,11.9816,0
KIR3DL3|115653,0,0,0,0,2.8799,2.8409,0,0,0,0
KIR3DP1|768329,0,0,0,0,0,0,0,0,3.7916,0
KIR3DX1|90011,0,0,0,0,5.7597,1.4205,0,0,0,0
KIRREL2|84063,36.7171,63.5965,0,0,0,1.4205,8,11.5163,0,0
KIRREL3|84623,75.594,94.2982,0,0,8.6396,5.6818,8,3.8388,11.3749,8.3857
KIRREL|55243,164.1469,151.3158,158.3924,160.401,380.1405,420.4545,1416,1491.3628,121.3328,119.4969
KISS1R|84634,0,0,26.0047,30.0752,0,1.4205,4,11.5163,0,2.0964
KISS1|3814,0,0,2.3641,0,0,0,0,3.8388,0,0
KITLG|4254,1302.3758,1440.7895,229.3144,243.1078,224.6285,241.4773,768,667.9463,254.0405,241.0901
KIT|3815,159.8272,245.614,82.7423,73.9348,20.159,19.8864,20,21.1132,94.7912,73.3753
KLB|152831,8.6393,6.5789,2.3641,2.5063,2.8799,1.4205,0,5.7582,11.3749,8.3857
KLC1|3831,3707.6674,4412.5,973.1442,1058.8722,2225.0605,2378.9062,1980,2213.0518,1287.9094,1576.5199
KLC2|64837,1760.2592,2098.6842,716.3121,914.787,3205.2759,3711.6477,3272,3907.8695,436.0396,607.9665
KLC3|147700,1602.4406,2147.5,2158.3688,2882.1554,1252.3039,1600.3409,1399.8,2081.7466,996.6728,1685.1572
KLC4|89953,129.6328,138.1579,217.4941,266.9173,426.3046,488.7216,676.08,733.263,314.7069,306.1426
KLF10|7071,1634.9892,1953.9474,3267.1395,3308.2707,2995.0467,2917.6136,2660,2556.6219,1979.2407,1955.9748
KLF11|8462,609.0713,697.3684,416.0757,409.7744,259.1867,286.9318,928,825.3359,193.3741,190.7757
KLF12|11278,118.7905,146.9298,49.6454,57.6441,92.1553,68.1818,72,51.8234,87.2079,62.8931
KLF13|51621,3084.2333,3662.2807,912.5296,977.4436,3671.812,3767.0455,9048,9324.3762,1186.7861,1373.1656
KLF14|136259,107.9914,92.1053,0,1.2531,14.3993,17.0455,24,17.2745,68.2497,127.8826
KLF15|28999,8.6393,15.3509,4.7281,3.7594,2.8799,14.2045,0,5.7582,3.7916,25.1572
KLF16|83855,261.3391,309.2105,572.104,735.589,1218.1776,1615.0568,1412,1804.2226,458.7895,784.0671
KLF17|128209,0,0,0,0,0,0,0,1.9194,0,0
KLF1|10661,0,4.386,4.7281,7.5188,0,0,4,3.8388,7.5833,8.3857
KLF2|10365,723.5421,1344.2982,172.5768,379.6992,1321.8523,2428.9773,632,1404.9904,595.2889,1758.9099
KLF3|51274,1934.8812,2503.9254,1184.3026,1307.7193,1988.999,2044.858,3243.24,3138.5605,955.4955,1050.3145
KLF4|9314,2822.8942,3519.7368,1860.5201,2759.3985,5912.3373,8795.4545,5728,9748.5605,1471.1598,1945.4927
KLF5|688,3200.8639,4125,4068.5579,4210.5263,4973.5054,5473.0114,9780,10452.975,2278.781,2553.4591
KLF6|1316,2526.9978,2949.5614,7430.26,7338.3459,3035.3646,3110.7955,1104,1049.904,2032.3238,1914.0461
KLF7|8609,97.1922,122.807,122.9314,107.7694,359.9816,431.8182,324,414.5873,136.4994,174.0042
KLF8|11279,179.2657,212.7193,442.0804,461.1529,469.416,440.3409,816,775.4319,87.2079,102.7254
KLF9|687,771.0583,927.6316,80.3783,96.4912,175.671,176.1364,560,729.3666,329.8735,339.6226
KLHDC10|23008,172.7862,182.0175,127.6596,100.2506,296.6248,264.2045,240,257.1977,155.4576,121.5933
KLHDC1|122773,4.3197,13.1579,42.5532,31.3283,8.6396,17.0455,0,3.8388,18.9582,10.4822
KLHDC2|23588,1483.8013,1712.7193,926.7139,878.4461,276.4658,345.1705,312,364.6833,724.2049,811.3208
KLHDC3|116138,1447.0842,1528.5088,3333.3333,3380.9524,1111.6231,1171.875,1796,1790.7869,2711.029,2691.8239
KLHDC4|54758,79.9136,125,69.74,59.411,328.5912,361.0369,156,186.0845,140.291,217.3166
KLHDC5|57542,1233.2613,1436.4035,264.7754,278.1955,256.3069,258.5227,520,493.2821,379.1649,400.4193
KLHDC7A|127707,0,2.193,0,1.2531,2.8799,1.4205,0,0,7.5833,4.1929
KLHDC7B|113730,140.3888,195.1754,52.0095,48.8722,771.8005,823.8636,7016,8053.7428,291.957,345.9119
KLHDC8A|55220,23.7581,37.2807,14.1844,11.2782,14.3993,17.0455,8,7.6775,7.5833,12.5786
KLHDC8B|200942,313.1749,379.386,73.2861,90.2256,357.1017,490.0568,124,122.8407,303.3319,450.7338
KLHDC9|126823,10.7991,13.1579,2.3641,1.2531,2.8799,4.2614,12,1.9194,7.5833,12.5786
KLHL10|317719,0,0,0,0,0,0,0,0,0,0
KLHL11|55175,6.4795,13.1579,14.1844,22.5564,17.2791,19.8864,12,11.5163,7.5833,8.3857
KLHL12|59349,704.1037,699.5614,408.9835,373.4336,305.2644,267.0455,376,406.9098,363.9983,415.0943
KLHL13|90293,153.3477,118.4211,37.8251,26.3158,20.159,14.2045,128,134.357,83.4163,67.086
KLHL14|57565,2.1598,4.386,0,0,2.8799,2.8409,0,0,3.7916,8.3857
KLHL15|80311,133.9093,140.3509,40.1891,42.6065,48.9575,51.1364,48,32.6296,49.2914,39.8323
KLHL17|339451,51.8359,89.9123,78.0142,136.5915,604.769,775.5682,456,648.7524,26.5415,54.5073
KLHL18|23276,317.4946,307.0175,527.1868,562.6566,400.2995,366.4773,176,241.8426,235.0822,207.5472
KLHL1|57626,2.1598,2.193,0,0,0,0,0,0,0,0
KLHL20|27252,354.2117,440.7895,184.3972,205.5138,126.7135,196.0227,280,251.4395,159.2493,178.1971
KLHL21|9903,3066.9546,3905.7018,825.0591,1061.4035,3545.0985,4174.7159,4736,5725.5278,1148.8696,1553.4591
KLHL22|84861,194.3844,258.7719,314.4208,365.9148,354.2219,406.25,448,476.0077,390.5398,473.7945
KLHL23|151230,8.6393,4.7588,9.8109,2.995,5.7597,6.3068,28,30.5182,11.3749,4.6751
KLHL24|54800,539.9568,618.4211,286.052,302.005,287.9853,244.3182,384,378.119,178.2075,165.6184
KLHL25|64410,86.3931,98.6842,359.3381,380.9524,400.2995,498.5795,788,877.1593,128.9161,222.2222
KLHL26|55295,248.3801,342.1053,70.922,55.1378,365.7413,461.6477,536,790.7869,60.6664,106.9182
KLHL28|54813,190.0648,210.5263,222.2222,209.2732,129.5934,112.2159,104,103.6468,125.1244,85.9539
KLHL29|114818,103.6717,100.8772,146.5721,175.4386,521.2533,542.6136,160,186.1804,49.2914,41.9287
KLHL2|11275,421.1663,440.7895,264.1608,273.183,132.4732,126.4205,136,122.8407,242.6655,142.5577
KLHL30|377007,0,6.5789,23.6407,22.5564,109.4344,166.1932,48,61.4203,3.7916,4.1929
KLHL31|401265,0,8.7719,0,3.1328,57.5971,75.6392,4,0,4.9291,0
KLHL32|114792,0,0,0,0,0,0,0,0,0,4.1929
KLHL33|123103,0,0,2.3641,0,2.8799,11.3636,4,0,0,2.0964
KLHL34|257240,0,0,0,0,8.6396,8.5227,0,0,0,0
KLHL35|283212,248.3801,344.2982,1505.9102,1938.5965,17.2791,15.625,12,24.952,121.3328,178.1971
KLHL36|79786,226.7819,239.0351,624.1135,789.4737,417.5786,519.8864,356,414.5873,386.7482,635.2201
KLHL38|340359,4.3197,0,0,0,5.7597,11.3636,32,47.9846,0,4.1929
KLHL3|26249,56.1555,100.8772,11.8203,10.0251,115.1941,82.3864,212,241.8426,26.5415,25.1572
KLHL4|56062,0,6.5789,9.4563,11.2782,0,1.4205,4,0,64.458,46.1216
KLHL5|51088,326.1339,399.1228,356.974,373.4336,195.83,200.2841,200,174.6641,508.081,482.1803
KLHL6|89857,62.635,94.2982,42.5532,41.3534,190.0703,230.1136,24,23.0326,174.4158,224.3187
KLHL7|55975,833.6933,1043.8596,2891.253,2751.8797,336.9427,275.5682,404,322.4568,735.5799,628.9308
KLHL8|57563,166.3067,186.4035,281.3239,231.8296,66.2366,76.7045,120,128.5988,87.2079,90.1468
KLHL9|55958,751.6199,980.2632,652.4823,687.9699,299.5047,323.8636,380,303.263,405.7064,354.2977
KLK10|5655,3650.108,4581.1404,7345.1537,8546.3659,18649.9251,21826.7045,188,220.7294,19140.2436,23719.0776
KLK11|11012,971.9222,1096.4912,3146.5721,3593.985,2591.8673,3113.6364,340,408.8292,5255.2254,5895.1782
KLK12|43849,682.5054,1004.386,1451.5366,1646.6165,244.7875,268.4659,0,0,1569.7426,2088.0503
KLK13|26085,1766.7387,1861.8421,1437.3522,1397.2431,5010.9434,4677.5568,12,1.9194,5645.7652,5461.2159
KLK14|43847,25.9179,6.5789,47.2813,73.9348,613.4086,715.9091,20,9.5969,1630.409,2020.9644
KLK15|55554,0,0,0,0,0,1.4205,0,0,0,0
KLK1|3816,116.6307,103.0702,21.2766,13.7845,57.5971,29.8295,4,5.7582,37.9165,46.1216
KLK2|3817,15.1188,15.3509,2.3641,2.5063,0,0,0,19.1939,0,0
KLK3|354,0,0,0,0,0,0,0,0,0,0
KLK4|9622,17.2786,13.1579,2.3641,1.2531,23.0388,18.4659,4,3.8388,11.3749,12.5786
KLK5|25818,1717.0626,1857.4561,39635.9338,43327.0677,9566.8702,10303.9773,212,274.4722,32847.0544,37008.3857
KLK6|5653,496.7603,587.7193,9390.0709,10100.2506,863.9558,839.4886,20,9.5969,6551.9693,7218.0294
KLK7|5650,1058.3153,1129.386,13874.7045,13299.4987,10940.5598,10616.4773,0,7.6775,13721.9773,12895.1782
KLK8|11202,957.5162,1050.0877,10113.0024,9837.2807,2168.9322,2089.8295,46.56,37.7735,7384.9566,8215.9329
KLK9|284366,90,61.7544,4026.4775,4175.2506,1854.2219,2018.125,5.44,23.6468,2416.4558,2811.3208
KLKB1|3818,8.6393,0,2.3641,0,5.7597,2.8409,0,0,3.7916,0
KLKP1|606293,0,2.193,0,0,0,0,0,0,0,0
KLRA1|10748,0,4.386,2.3641,3.7594,11.5194,8.5227,0,3.8388,0,0
KLRAQ1|129285,341.2527,456.1404,446.8085,413.5338,259.1867,284.0909,152,136.2764,291.957,289.3082
KLRB1|3820,2.1598,10.9649,47.2813,33.8346,20.159,15.625,4,3.8388,223.7073,123.6897
KLRC1|3821,8.6393,0,0,13.6341,18.8054,9.9432,0,0,107.4553,51.9497
KLRC2|3822,0,8.7719,2.3641,1.4035,5.0109,8.267,4,0,17.6691,13.0398
KLRC3|3823,2.1598,0,0,0,10.7419,5.9375,4,1.9194,56.8747,18.8679
KLRC4|8302,0,0,2.3641,0,0,7.1023,8,0,11.3749,0
KLRD1|3824,6.4795,21.9298,7.0922,7.5188,34.5582,38.3523,4,3.8388,208.5407,146.7505
KLRF1|51348,0,0,0,3.7594,5.7597,2.8409,0,0,11.3749,8.3857
KLRG1|10219,4.3197,2.193,0,3.7594,5.7597,9.9432,0,0,18.9582,33.543
KLRG2|346689,21.5983,30.7018,323.8771,466.1654,118.074,187.5,284,548.9443,56.8747,132.0755
KLRK1|22914,4.3197,13.1579,4.7281,16.4035,120.9538,137.7841,12,13.4357,204.749,186.5828
KL|9365,32.3974,35.0877,2.3641,10.0251,8.6396,9.9432,0,5.7582,11.3749,12.5786
KMO|8564,8.7905,18.6842,19.409,13.4211,20.8789,21.6335,0,8.2342,73.8234,19.5597
KNCN|148930,0,0,0,0,0,0,0,0,0,0
KNDC1|85442,6.4795,8.7719,7.0922,10.0251,34.5582,38.3523,56,71.0173,18.9582,8.3857
KNG1|3827,0,4.386,0,0,0,0,0,0,0,0
KNTC1|9735,669.5248,824.4956,96.9267,119.0476,397.4197,420.2273,368,301.3436,106.1662,69.1824
KPNA1|3836,4548.5961,4892.5439,1791.9622,1619.0476,1935.2609,1708.8068,2632,2372.3608,1425.66,1161.4256
KPNA2|3838,5084.2117,5578.9035,2836.2411,2535.7143,2097.8862,2128.8778,3792.16,3332.4952,4712.5267,4557.5472
KPNA3|3839,758.0994,864.0351,1751.773,1686.7168,590.3698,582.3864,360,303.263,1198.1611,1058.7002
KPNA4|3840,2203.0238,2629.386,5156.0284,4587.7193,1955.4199,1708.8068,2508,1984.6449,1948.9075,1775.6813
KPNA5|3841,21.5983,43.8596,11.8203,10.0251,20.159,14.2045,8,3.8388,22.7499,10.4822
KPNA6|23633,1326.1339,1489.0351,1148.9362,1121.5539,2588.9874,2403.4091,1996,2078.6948,917.579,779.8742
KPNA7|402569,2.1598,4.386,16.5485,22.5564,14.3993,14.2045,0,0,30.3332,33.543
KPNB1|3837,1667.3866,1925.4386,680.8511,700.5013,4950.4665,5096.5909,3596,3360.8445,1383.9518,1218.0294
KPRP|448834,8.6393,6.5789,612.2931,729.3233,270.7061,299.7159,428,437.62,371.5816,337.5262
KPTN|11133,313.1749,434.2105,234.0426,273.183,259.1867,286.9318,296,285.9885,216.124,345.9119
KRAS|3845,522.6782,570.1754,747.0449,687.9699,302.3845,311.0795,216,214.9712,310.9152,264.1509
KRBA1|84626,105.8315,100.8772,163.1206,216.792,740.1221,920.4545,420,612.2841,128.9161,201.2579
KRBA2|124751,6.4795,10.9649,9.4563,10.0251,23.0388,32.6705,4,3.8388,3.7916,4.1929
