gene,TUNG2_81s_1,TUNG2_95s_3,TUNG3_81s_2,TUNG3_95s_4,TUNG4_81s_3,TUNG4_95s_4,TUNG6_81s_4,TUNG6_95s_5,TUNG7_81s_5,TUNG7_95s_5
ZNF548|147694,276.4579,328.9474,94.5626,116.5414,178.5509,161.9318,120,78.6948,113.7495,85.9539
ZNF549|256051,161.987,144.7368,40.1891,47.619,60.4769,63.9205,16,26.8714,87.2079,48.218
ZNF550|162972,62.635,131.5789,42.5532,40.1003,146.8725,99.4318,84,38.3877,41.7081,35.6394
ZNF551|90233,124.622,140.6579,67.4468,87.7193,92.1553,95.1705,80,71.0173,56.8747,67.086
ZNF552|79818,120.9503,179.1886,166.5957,176.817,80.3191,65.3409,52,40.3071,138.5469,104.3606
ZNF554|115196,56.1555,72.3684,11.8203,20.0501,23.0388,36.9318,76,119.0019,56.8747,33.543
ZNF555|148254,101.5119,96.4912,11.8203,10.0251,20.159,21.3068,36,30.7102,113.7495,94.3396
ZNF556|80032,15.1188,17.5439,0,1.2531,14.3993,5.6818,40,13.4357,11.3749,4.1929
ZNF557|79230,362.851,421.0526,264.7754,229.3233,60.4769,61.0795,108,128.5988,144.0827,102.7254
ZNF558|148156,291.5767,289.4737,378.2506,419.7995,285.1054,275.5682,352,337.8119,170.6242,207.5472
ZNF559|84527,267.8186,353.0702,75.6501,71.4286,69.1165,82.3864,92,113.2438,181.9991,102.7254
ZNF560|147741,0,0,0,1.2531,0,0,0,0,0,0
ZNF561|93134,641.4687,723.6842,777.7778,788.2206,442.259,395.6534,316,313.0518,773.4964,584.9057
ZNF562|54811,333.4773,376.1184,677.9196,662.6065,470.3951,426.392,344,344.8177,371.9987,244.3816
ZNF563|147837,146.8683,173.2456,44.9173,46.3659,20.159,22.7273,12,11.5163,125.1244,106.9182
ZNF564|163050,259.1793,296.0526,186.7612,194.2356,143.2439,83.8068,68,55.6622,227.4989,192.8721
ZNF565|147929,92.8726,83.3333,75.6501,70.1754,40.3179,34.0909,36,40.3071,72.0413,60.7966
ZNF566|84924,82.0734,103.0702,2.3641,11.2782,25.9187,17.0455,40,32.6296,45.4998,39.8323
ZNF567|163081,174.946,188.5965,4.7281,5.0125,86.3956,69.6023,68,69.0979,102.3745,96.4361
ZNF568|374900,152.3974,150.8333,0,1.2531,2.8799,17.0455,0,1.9194,22.7499,16.7715
ZNF569|148266,97.1922,116.2281,7.0922,2.5063,14.3993,5.6818,0,5.7582,34.1248,16.7715
ZNF570|148268,32.3974,76.7544,2.3641,5.0125,2.8799,5.6818,0,0,22.7499,10.4822
ZNF571|51276,73.4341,89.9123,4.7281,13.7845,28.7985,13.054,8,15.3551,53.2348,31.4465
ZNF572|137209,43.1965,46.0526,0,2.5063,28.7985,34.0909,4,0,26.5415,12.5786
ZNF573|126231,6.4795,21.9298,4.7281,2.5063,2.8799,7.1023,0,0,11.3749,8.3857
ZNF574|64763,753.7797,1063.5965,510.6383,606.5163,1805.6675,1997.1591,2000,2642.9942,345.04,528.3019
ZNF575|284346,86.3931,164.4737,63.8534,76.4662,129.6798,169.1051,112,211.1324,72.0792,92.3061
ZNF576|79177,257.0194,331.1404,444.4444,457.3935,134.2875,184.7869,228.32,261.0365,314.7069,396.2264
ZNF577|84765,170.6263,188.5965,42.5532,30.0752,23.0388,31.25,0,11.5163,34.1248,41.9287
ZNF578|147660,2.1598,6.5789,0,0,8.6396,5.6818,4,1.9194,0,0
ZNF579|163033,252.6998,449.5614,28.3688,53.8847,838.0371,1387.7841,764,1088.2917,132.7077,220.1258
ZNF57|126295,161.987,182.0175,208.0378,196.7419,51.8373,71.0227,408,395.3935,200.9574,150.9434
ZNF580|51157,1669.5464,2366.2281,789.5981,979.9499,1572.3995,1928.7358,3076,3838.7716,1065.4533,1528.3019
ZNF581|51545,1049.676,1381.5789,657.2104,733.0827,544.2921,574.1051,172,297.5048,940.3289,1060.7966
ZNF582|147948,41.0367,46.0526,9.4563,6.2657,2.8799,5.6818,0,0,3.7916,6.2893
ZNF583|147949,60.4752,78.9474,14.1844,6.2657,2.8799,11.3636,4,0,60.6664,52.4109
ZNF584|201514,369.3305,460.5263,846.3357,833.3333,190.0703,171.875,308,318.618,492.9144,371.0692
ZNF585A|199704,139.8272,188.7719,9.5981,8.7719,80.2615,60.9375,35.32,28.5797,114.2803,91.0482
ZNF585B|92285,82.635,78.7719,6.9504,2.5063,60.8513,56.9602,4.68,2.1305,33.594,15.87
ZNF586|54807,252.6998,317.9825,255.3191,248.1203,95.0351,123.5795,16,18.0422,163.0409,222.2222
ZNF587|84914,128.4449,138.114,78.8889,77.8822,390.508,372.3722,210.68,173.0518,36.5136,47.8826
ZNF589|51385,51.8359,72.3684,132.3877,154.1353,414.6988,397.7273,276,176.5835,102.3745,48.218
ZNF592|9640,431.9654,480.2632,446.8085,545.1128,1903.5825,2039.7727,2228,2506.7179,489.1227,475.891
ZNF593|51042,829.3737,1111.8421,3234.0426,3884.7118,673.8855,779.8295,880,990.4031,1228.4942,1672.956
ZNF594|84622,45.3564,85.5263,0,0,46.0776,34.0909,20,30.7102,7.5833,14.6751
ZNF595|152687,153.3477,203.9474,181.7021,174.1855,43.1978,35.5114,44,15.3551,72.0413,52.4109
ZNF596|169270,136.0691,121.4254,44.9173,41.3534,17.2791,28.4091,4,5.7582,49.2914,31.4465
ZNF597|146434,12.959,13.1579,68.5579,46.3659,40.3179,32.6705,36,23.0326,56.8747,75.4717
ZNF598|90850,734.3413,1015.3509,1314.4208,1748.1203,7211.1508,9767.0455,6232,8775.4319,1209.536,1681.3417
ZNF599|148103,97.1922,116.2281,30.7329,28.8221,60.4769,45.4545,72,72.9367,30.3332,35.6394
ZNF600|162966,299.4384,365.6798,301.844,229.1729,71.9963,88.7784,84,70.9981,150.9076,111.1111
ZNF605|100289635,470.8423,587.7193,4.7281,7.5188,126.7135,167.6136,176,226.4875,98.5829,92.2432
ZNF606|80095,314.2981,375,9.4563,11.2782,28.7985,31.25,4,3.8388,15.1666,12.5786
ZNF607|84775,146.8683,135.9649,18.9125,10.0251,120.9538,132.1023,12,11.5163,75.833,90.1468
ZNF608|57507,211.6631,230.2632,23.6407,13.7845,342.7025,299.7159,16,26.8714,68.2497,56.6038
ZNF609|23060,362.851,484.6491,312.0567,315.7895,2214.6066,2225.8523,1780,1654.5106,310.9152,280.9224
ZNF610|162963,107.9914,133.7719,7.0922,1.2531,5.7597,2.8409,0,1.9194,11.3749,10.4822
ZNF611|81856,82.5702,116.7763,63.6643,57.6441,80.6359,68.5938,4,1.9386,45.9927,20.9644
ZNF613|79898,317.4946,331.1404,160.7565,169.1729,5.7597,7.1023,0,1.9194,125.1244,102.7254
ZNF614|80110,343.4125,364.0351,146.5721,144.1103,43.1978,39.7727,40,34.5489,49.2914,64.9895
ZNF615|284370,254.8596,326.7544,4.7281,6.2657,23.0388,31.25,0,1.9194,41.7081,35.6394
ZNF616|90317,304.5356,370.614,172.5768,146.6165,83.5157,71.0227,52,57.5816,98.5829,81.761
ZNF618|114991,349.892,381.5789,30.7329,45.1128,322.5435,333.8068,148,151.6315,117.5411,115.304
ZNF619|285267,25.9179,30.7018,18.9125,17.5439,31.6784,14.2045,28,15.3551,18.9582,10.4822
ZNF620|253639,4.3197,8.7719,2.3641,3.7594,2.8799,5.6818,0,1.9194,15.1666,12.5786
ZNF621|285268,142.5486,166.6667,148.9362,155.3885,138.2329,142.0455,124,126.6795,34.1248,52.4109
ZNF622|90441,1868.2505,2289.4737,562.6478,596.4912,207.3494,295.4545,400,333.9731,1501.493,1345.9119
ZNF623|9831,386.6091,368.4211,359.3381,393.4837,339.8226,397.7273,340,343.5701,219.9156,276.7296
ZNF624|57547,120.9503,125,54.3735,50.1253,28.7985,25.5682,8,28.7908,53.0831,35.6394
ZNF625|90589,6.4795,25.8772,2.3641,2.0927,14.3993,9.9432,4,0,26.5415,4.1929
ZNF626|199777,151.1879,175.4386,0,8.7719,14.3993,12.7841,8,3.8388,34.1248,73.3753
ZNF627|199692,326.1339,361.8421,964.539,1045.1128,54.7172,86.6477,160,155.4702,386.7482,385.7442
ZNF628|89887,345.5724,449.5614,139.4799,186.7168,1016.588,1386.3636,1408,2303.263,132.7077,333.3333
ZNF629|23361,215.9827,234.6491,40.1891,37.594,452.1369,471.5909,356,287.9079,90.9996,102.7254
ZNF630|57232,62.635,89.9123,11.8203,12.5313,28.7985,14.2045,44,38.3877,45.4998,39.8323
ZNF638|27332,900.6479,997.807,226.9504,229.3233,783.3199,815.3409,564,585.4127,307.1236,236.8973
ZNF639|51193,695.4644,750,716.3121,711.7794,169.9113,184.6591,276,312.8599,428.4563,362.6834
ZNF641|121274,4.3197,15.3509,132.3877,88.9724,135.3531,112.2159,92,119.0019,64.458,54.5073
ZNF642|339559,120.9503,164.4737,4.7281,5.0125,28.7985,31.25,20,15.3551,75.833,64.9895
ZNF643|65243,15.1188,15.3509,0,0,25.9187,21.3068,72,59.501,3.7916,14.6751
ZNF644|84146,792.6566,892.5439,338.0615,342.1053,267.8263,323.8636,308,307.1017,303.3319,264.1509
ZNF645|158506,2.1598,2.193,0,0,0,0,0,0,0,0
ZNF646|9726,207.3434,282.8947,345.1537,353.3835,1831.5862,1970.1705,972,1266.7946,219.9156,241.0901
ZNF648|127665,0,2.193,0,0,0,0,0,0,0,2.0964
ZNF649|65251,449.2441,484.6491,44.9173,85.213,5.7597,11.3636,4,1.9194,155.4576,136.2683
ZNF652|22834,421.1663,449.5614,49.6454,80.2005,489.5749,451.7045,664,568.1382,128.9161,115.304
ZNF653|115950,116.6307,171.0526,56.7376,73.9348,391.6599,524.1477,624,702.4952,117.5411,106.9182
ZNF654|55279,267.8186,280.7018,167.8487,154.1353,66.2366,61.0795,80,63.3397,60.6664,60.7966
ZNF655|79027,1196.5443,1401.3158,3011.8203,3082.7068,1252.7359,1286.9318,440,543.1862,1292.9523,1278.826
ZNF658|26149,191.9654,231.2281,216.9504,212.4937,55.9843,59.446,35.6,38.7524,136.4994,105.9119
ZNF660|285349,0,4.386,0,1.2531,0,1.4205,0,1.9194,0,0
ZNF662|389114,41.0367,85.5263,203.3097,182.9574,25.9187,24.1477,0,1.9194,34.1248,18.8679
ZNF664|144348,2073.4341,2245.614,269.5035,261.9048,676.7653,687.5,1172,1088.2917,458.7895,423.4801
ZNF665|79788,8.6393,0,0,0,0,1.4205,0,0,0,0
ZNF667|63934,6.4795,4.386,2.3641,0,5.7597,5.6818,0,5.7582,0,10.4822
ZNF668|79759,367.1706,513.1579,482.2695,521.3033,858.1961,1035.5114,1100,1452.975,307.1236,580.7128
ZNF669|79862,73.4341,85.5263,54.3735,45.1128,20.159,36.9318,24,15.3551,53.0831,56.6038
ZNF670|93474,116.6307,87.7193,115.8392,98.9975,20.159,21.3068,44,30.7102,121.2569,75.4717
ZNF671|79891,17.2786,15.3509,14.1844,17.5439,43.1978,59.6591,16,11.5163,106.1662,81.761
ZNF672|79894,490.2808,649.1228,491.7258,641.604,1203.7784,1441.7614,1040,1485.6046,576.3306,884.696
ZNF673|55634,530.8855,672.2807,38.7943,26.4286,160.1774,159.2045,91.44,76.7754,181.62,149.6436
ZNF674|641339,41.4687,66.7544,15.5792,21.1905,12.6138,24.0341,8.56,15.3551,7.9625,15.9748
ZNF675|171392,151.1879,195.1754,118.2033,114.0351,51.8373,42.6136,124,109.405,151.666,138.3648
ZNF676|163223,0,2.193,0,0,0,0,0,0,0,0
ZNF677|342926,64.7948,67.9825,2.3641,1.2531,8.6396,2.8409,0,0,0,4.1929
ZNF678|339500,25.9179,26.3158,7.0922,8.7719,14.3993,8.5227,28,13.4357,15.1666,4.1929
ZNF679|168417,0,0,0,0,0,0,0,0,0,0
ZNF680|340252,71.2743,65.7895,108.747,122.807,51.8373,73.8636,40,26.8714,56.8747,54.5073
ZNF681|148213,58.3153,81.1404,2.3641,10.0251,14.3993,9.9432,0,3.8388,79.6246,60.7966
ZNF682|91120,32.3974,46.0526,0,2.5063,8.6396,7.1023,8,3.8388,18.9582,4.1929
ZNF683|257101,17.2786,15.3509,2.3641,7.5188,411.8189,421.875,32,19.1939,102.3745,102.7254
ZNF684|127396,32.3974,54.8246,42.5532,38.8471,8.6396,5.6818,4,15.3551,64.458,37.7358
ZNF687|57592,248.3801,372.807,368.7943,388.8095,1635.7562,1650.3125,1676,2014.2418,329.8735,383.6478
ZNF688|146542,272.1382,412.2807,841.6076,1114.0351,383.0204,509.9432,224,272.476,830.3711,1083.8574
ZNF689|115509,71.2743,61.4035,80.3783,95.2381,195.83,187.5,244,295.5854,117.5411,150.9434
ZNF691|51058,265.6587,311.4035,387.7069,404.7619,342.7025,340.9091,232,249.5202,545.9974,482.1803
ZNF692|55657,88.5529,85.5263,286.052,390.9774,1249.856,1247.1591,1216,1107.4856,163.0409,109.0147
ZNF695|57116,21.5983,39.4737,4.7281,2.5063,2.8799,2.8409,0,1.9194,15.2424,10.4822
ZNF696|79943,123.1102,166.6667,23.6407,38.8471,152.6322,232.9545,176,209.2131,60.6664,73.3753
ZNF697|90874,62.635,103.0702,37.8251,28.8221,46.0776,49.7159,28,23.0326,41.7081,16.7715
ZNF699|374879,6.4795,15.3509,47.2813,55.1378,17.2791,15.625,0,7.6775,30.3332,18.8679
ZNF69|7620,30.2376,19.7368,0,3.8596,2.8799,0,0,0,7.5833,9.1405
ZNF700|90592,251.6847,235.7456,278.9598,234.3358,126.6271,132.9119,131.88,132.4376,193.3741,117.4004
ZNF701|55762,213.8229,252.193,27.4232,16.2907,37.4381,12.7841,0,1.9194,34.1248,41.9287
ZNF702P|79986,12.959,17.5439,19.8582,11.2782,8.6396,0,4,3.8388,11.3749,6.2893
ZNF703|80139,339.0929,910.0877,120.5674,230.5764,584.6101,1005.6818,748,1679.4626,79.6246,371.0692
ZNF704|619279,28.0778,65.7895,18.9125,37.594,34.5582,29.8295,4,13.4357,0,8.3857
ZNF705A|440077,0,8.7719,0,0,0,0,0,0,3.7916,0
ZNF705D|728957,0,0,0,0,0,0,0,0,0,0
ZNF706|51123,2053.9957,2743.4211,2276.5957,3119.0476,630.6877,886.3636,924,1284.0691,1774.4917,2062.8931
ZNF707|286075,146.8683,210.5263,108.747,120.3008,590.3698,771.3068,304,335.8925,318.4985,253.6688
ZNF708|7562,45.3564,74.5614,16.5485,15.0376,40.3179,42.6136,52.56,55.6622,37.9165,31.4465
ZNF709|163051,51.8359,65.7895,7.0922,3.7594,35.307,17.0455,0,3.8388,34.1248,25.1572
ZNF70|7621,21.5983,15.3509,30.7329,32.5815,109.4344,126.4205,60,44.1459,15.1666,12.5786
ZNF710|374655,56.1555,70.1754,434.9882,578.9474,1183.6194,1482.9545,1044,1207.2937,227.4989,289.3082
ZNF711|7552,107.9914,94.2982,2.3641,1.2531,2.8799,5.6818,84,99.8081,15.1666,4.1929
ZNF713|349075,17.2786,4.386,2.6714,10.8521,7.8332,4.6591,8,6.2188,0,3.3962
ZNF714|148206,38.8769,41.6667,14.1844,30.0752,66.2366,44.0341,132,105.5662,30.3332,18.8679
ZNF716|441234,0,0,0,0,0,0,0,0,0,0
ZNF717|100131827,6.4795,6.5789,0,0,8.6396,1.4205,4,11.5163,0,6.2893
ZNF718|255403,60.4752,85.5263,9.7872,26.3158,20.159,22.7273,24,30.7102,37.9165,29.3501
ZNF71|58491,282.9374,247.807,274.2317,300.7519,51.8373,44.0341,300,410.7486,303.3319,320.7547
ZNF720|124411,92.8726,98.6842,122.9314,174.1855,63.3568,75.2841,64,40.3071,94.7912,71.2788
ZNF721|170960,333.5637,377.8728,158.0142,151.1278,179.2996,183.4517,226.96,181.7274,155.4955,90.7757
ZNF727|442319,0,0,0,0,0,0,0,0,0,2.0964
ZNF732|654254,2.1814,13.1579,0,0,0,0,0,0,11.3749,12.5786
ZNF735|730291,0,2.193,0,0,0,0,0,0,0,0
ZNF737|100129842,38.8769,65.7895,7.0922,6.2657,23.0388,15.625,8,1.9194,26.5415,25.1572
ZNF738|148203,248.3801,335.5263,4.7281,8.7719,54.7172,52.5568,103.44,107.4856,49.2914,41.9287
ZNF740|283337,311.0151,300.4386,134.7518,161.6541,503.9742,490.0568,520,468.3301,178.2075,150.9434
ZNF746|155061,228.9417,230.2632,368.7943,382.2055,1043.2266,1207.3864,1259.2,1448.6564,272.9987,385.7442
ZNF747|65988,116.8251,146.9298,240.3783,319.198,221.3167,218.0256,190.92,266.7754,169.5246,222.1384
ZNF749|388567,47.5162,76.7544,80.3783,151.6291,28.7985,35.5114,64,76.7754,30.3332,62.8931
ZNF74|7625,164.1469,221.4912,156.0284,157.8947,311.0241,375,544,740.8829,170.6242,100.6289
ZNF750|79755,304.5356,396.9298,1617.0213,1721.8045,4054.8324,4207.3864,152,153.5509,1160.2446,1291.4046
ZNF75A|7627,269.9784,364.0351,30.7329,35.0877,215.9889,184.6591,96,67.1785,56.8747,79.6646
ZNF75D|7626,75.594,103.0702,118.2033,125.8396,171.9272,147.6562,76,92.9175,127.8165,106.9182
ZNF761|388561,278.6177,328.9474,235.6738,187.4937,132.4732,106.5341,108,94.0499,45.4998,12.5786
ZNF763|284390,88.5529,74.5614,18.9125,5.0125,2.9662,17.0455,4.12,7.6775,30.3332,12.5786
ZNF764|92595,107.9914,157.8947,132.3877,116.5414,210.2292,237.2159,160,276.3916,151.666,140.4612
ZNF765|91661,201.9438,252.193,326.8322,301.1779,167.0314,103.6932,80,78.6948,109.9578,81.761
ZNF766|90321,710.5832,798.2456,52.0095,66.416,132.4732,112.2159,140,115.1631,102.3745,125.7862
ZNF767|79970,8.6393,21.9298,28.3688,15.0376,186.4705,215.9091,112.8,83.0134,15.1666,14.6751
ZNF768|79724,338.8985,416.6667,215.8865,272.2807,1097.6558,1147.0312,1821.08,1752.4184,277.8899,266.3312
ZNF76|7629,146.8683,197.3684,340.4255,365.9148,472.2958,565.3409,284,370.4415,341.2484,389.9371
ZNF770|54989,377.1274,464.0351,516.7612,474.787,401.2211,286.7045,227.2,220.9021,286.1937,192.8512
ZNF771|51333,79.9136,243.4211,250.6619,412.3434,126.7135,174.7301,288.16,641.1708,147.9501,337.5891
ZNF772|400720,380.1296,537.2807,16.5485,35.0877,51.8373,46.875,48,71.0173,94.7912,85.9539
ZNF773|374928,142.5486,177.6316,23.6407,16.4035,54.7172,83.8068,63.6,38.3877,34.1248,24.3816
ZNF774|342132,4.3197,4.386,61.4657,40.1003,23.0388,19.8864,28,21.1132,11.3749,16.7715
ZNF775|285971,34.5572,52.6316,42.5532,60.1504,103.6747,127.8409,84,174.6641,56.8747,144.6541
ZNF776|284309,456.3715,598.114,83.8534,73.9348,181.4307,160.5114,162.52,179.0787,106.1662,94.3396
ZNF777|27153,354.2117,535.0877,255.3191,265.6642,1471.6047,1522.7273,2044,2236.0845,360.2066,507.3375
ZNF778|197320,107.9914,127.193,78.0142,68.9223,83.5157,86.6477,56,71.0173,45.4998,46.1216
ZNF77|58492,90.7127,129.386,96.9267,87.7193,25.9187,28.4091,188,207.2937,87.2079,104.8218
ZNF780A|284323,159.8272,243.0263,96.9267,93.1579,92.1553,86.1648,36,37.428,68.2497,39.8323
ZNF780B|163131,84.2333,105.6579,73.2861,52.2055,89.2754,80.0284,92,66.2188,45.4998,31.4465
ZNF781|163115,4.3197,13.1579,4.7281,3.7594,0,2.8409,0,0,15.1666,2.0964
ZNF782|158431,25.9179,28.5088,21.2766,23.8095,20.159,25.5682,16,15.3551,53.0831,18.8679
ZNF784|147808,226.7819,361.8421,101.6548,131.5789,296.6248,394.8864,348,429.9424,147.8743,171.9078
ZNF785|146540,32.3974,30.7018,52.8369,55.1378,109.4344,165.8807,136,133.8772,53.0831,37.4843
ZNF786|136051,60.4752,74.5614,49.6454,66.416,158.3919,169.0341,148,218.81,41.7081,60.7966
ZNF787|126208,751.6199,940.7895,385.3428,552.6316,1379.4494,1917.6136,1148,1829.1747,261.6238,488.4696
ZNF788|388507,209.5032,230.2632,11.8203,17.5439,17.2791,9.9432,12,5.7582,322.2902,247.3795
ZNF789|285989,69.1145,76.7544,9.4563,26.3158,31.6784,36.9318,0,9.5969,22.7499,29.3501
ZNF790|388536,101.5119,140.3509,4.7281,0,14.3993,5.6818,24,13.4357,72.0413,39.8323
ZNF791|163049,155.5076,140.3509,208.0378,214.2857,175.671,171.875,156,149.7121,140.291,111.1111
ZNF792|126375,41.0367,57.0175,37.8251,38.8471,40.3179,28.4091,24,30.7102,75.833,73.3753
ZNF793|390927,34.5572,48.2456,4.7281,6.2657,5.7597,18.4659,8,1.9194,11.3749,16.7715
ZNF799|90576,96.8035,109.1447,156.7376,134.2481,42.1034,34.9148,25.48,34.3378,170.0934,85.1363
ZNF79|7633,120.9503,142.5439,122.9314,115.2882,230.3882,194.6023,128,67.1785,238.8739,215.9329
ZNF7|7553,980.108,1012.6096,427.3286,374.1604,399.4355,351.5625,350.08,315.1248,431.7551,387.4633
ZNF800|168850,213.8229,263.1579,198.5816,211.7794,313.9039,325.2841,192,276.3916,223.7073,234.8008
ZNF804A|91752,2.1598,4.386,0,3.7594,8.6396,4.2614,0,1.9194,11.3749,6.2893
ZNF804B|219578,0,0,0,0,0,0,0,0,0,0
ZNF805|390980,386.6091,489.0351,89.8345,68.9223,210.2292,201.7045,237.52,191.9386,60.6664,60.7966
ZNF808|388558,106.1123,118.4211,33.9953,42.7569,28.7985,47.1733,4,3.8388,26.8449,20.9644
ZNF80|7634,0,0,4.7281,2.5063,5.7597,5.6818,8,0,3.7916,0
ZNF813|126017,114.4708,114.0351,16.643,11.3158,11.5194,4.2614,0,0,11.3749,16.7715
ZNF814|730051,75.594,77.2588,67.5887,61.4411,175.815,174.8722,72,82.6488,99.3791,86.3522
ZNF815|401303,11.879,19.7368,55.3191,55.1378,41.3547,35.5256,4,15.3551,18.9582,23.0608
ZNF816A|125893,222.4622,236.8421,68.5579,51.3784,17.2791,19.8864,12,3.8388,87.2079,96.4361
ZNF81|347344,64.7948,41.6667,42.5532,21.3033,89.2754,66.7614,44,59.501,18.9582,14.6751
ZNF821|55565,157.6674,195.1754,146.5721,206.1278,161.2717,181.0511,156,195.7774,181.9991,201.2579
ZNF823|55552,269.9784,326.7544,479.9054,416.0401,164.1516,129.2614,172,166.9866,223.7073,140.4612
ZNF826|664701,8.6393,17.5439,7.0922,2.5063,5.7597,8.5227,0,1.9194,45.4998,25.1572
ZNF827|152485,298.0562,366.2281,7.0922,16.2907,109.4344,129.2614,752,627.6392,45.4998,56.6038
ZNF828|283489,336.933,484.6491,385.3428,433.584,757.4012,771.3068,1300,1209.2131,382.9565,383.6478
ZNF829|374899,2.1598,2.193,0,0,0,1.4205,0,0,3.7916,2.0964
ZNF830|91603,341.2527,396.9298,189.1253,134.0852,167.0314,153.4091,232,236.0845,208.5407,222.2222
ZNF831|128611,0,6.5789,4.7281,1.2531,57.5971,88.0682,8,11.5163,11.3749,23.0608
ZNF833|401898,6.4795,6.5789,14.1844,21.3033,2.8799,5.6818,4,1.9194,3.7916,10.4822
ZNF835|90485,0,6.5789,0,0,5.7597,4.2614,4,3.8388,0,4.1929
ZNF836|162962,38.8769,57.0175,44.9173,33.8346,25.9187,56.8182,40,36.4683,49.2914,18.8679
ZNF837|116412,151.1879,243.4211,44.9173,30.0752,109.4344,115.0568,92,120.9213,75.833,138.3648
ZNF839|55778,164.1469,188.5965,170.2128,124.0602,164.1516,174.7159,100,105.5662,125.1244,88.0503
ZNF83|55769,509.7192,526.3158,33.0969,41.3534,498.2145,474.4318,40,24.952,257.8321,241.0901
ZNF841|284371,103.6717,127.193,56.7376,68.9223,169.9113,132.1023,84,97.8887,30.3332,27.2537
ZNF843|283933,0,0,9.4563,10.0251,14.3993,18.4659,4,7.6775,0,6.2893
ZNF844|284391,127.4298,125,9.4563,3.7594,11.5194,11.3636,4,1.9194,106.1662,75.4717
ZNF845|91664,425.486,462.7193,241.1111,229.3233,115.1941,69.6023,108,115.1631,227.4989,134.1719
ZNF846|162993,95.0324,133.7719,387.7069,347.1178,71.9963,66.7614,32,28.7908,125.1244,94.3396
ZNF84|7637,360.6911,475.8772,33.0969,45.1128,149.7523,100.8523,148,113.2438,147.8743,73.3753
ZNF853|54753,38.8769,70.1754,21.2766,20.0501,54.7172,63.9205,32,30.7102,34.1248,35.6394
ZNF85|7639,179.2657,219.2982,7.0922,13.7845,40.3179,26.9886,12,3.8388,197.1657,171.9078
ZNF860|344787,19.4384,35.0877,75.6501,68.9223,25.9187,17.0455,16,13.4357,34.1248,23.0608
ZNF862|643641,131.7495,186.4035,52.0095,62.6566,495.3346,392.0455,428,385.7965,53.0831,35.6394
ZNF876P|642280,4.3197,4.386,9.4563,2.5063,0,1.4205,0,3.8388,18.9582,10.4822
ZNF878|729747,6.4795,15.3509,0,2.5063,0,2.8409,0,0,22.7499,8.3857
ZNF879|345462,73.4341,81.1404,4.7281,2.5063,14.3993,8.5227,0,1.9194,64.458,46.1216
ZNF880|400713,179.2657,125,9.4563,12.5313,8.6396,2.8409,4,0,26.5415,14.6751
ZNF883|169834,49.676,61.4035,4.7281,3.7594,11.5194,4.2614,144,120.9213,3.7916,2.0964
ZNF8|7554,128.8553,107.2368,92.7187,73.4085,183.389,186.4631,20,17.2745,84.0609,73.1866
ZNF90|7643,1954.6436,1984.6491,6425.6265,5853.3835,1068.4253,1009.9432,828,802.3033,3814.3988,1140.4612
ZNF91|7644,114.4708,171.0526,54.3735,61.4035,86.3956,92.3295,60,63.3397,75.833,69.1824
ZNF92|168374,82.0734,111.8421,96.9267,82.7068,106.5545,83.8068,56,19.1939,98.5829,58.7002
ZNF93|81931,97.1922,122.807,4.7281,5.0125,0,18.4659,0,19.1939,106.1662,73.3753
ZNF98|148198,0,4.386,0,1.2531,0,0,0,0,0,0
ZNF99|7652,0,0,0,0,0,0,0,0,0,0
ZNFX1|57169,1736.5011,2061.4035,1042.5532,988.7218,5411.2429,5441.7614,2204,1986.5643,1687.2838,1622.6415
ZNHIT1|10467,3205.1836,4289.4737,11385.3428,14122.807,1845.9855,2044.0341,1596,1813.8196,3681.6911,5276.7296
ZNHIT2|741,701.3607,932.0175,561.1584,1000.1754,0,130.4403,0,221.8234,784.8713,861.6352
ZNHIT3|9326,874.2981,961.9737,716.8322,716.4662,283.1471,196.804,184.68,181.7658,1166.2354,1088.4067
ZNHIT6|54680,399.568,396.9298,137.1158,102.7569,143.9926,170.4545,236,197.6967,90.9996,64.9895
ZNRD1|30834,1034.1685,1300.1316,720.8038,719.3108,51.6358,82.4716,184,231.8234,849.3294,980.9224
ZNRF1|84937,468.6825,627.193,439.7163,697.995,817.8781,852.2727,1380,1773.5125,743.1632,968.5535
ZNRF2|223082,1399.568,1754.386,4354.6099,6063.9098,492.4548,781.25,724,1042.2265,1232.2859,1561.8449
ZNRF3|84133,231.1015,293.8596,139.4799,132.8321,325.4233,400.5682,768,909.7889,132.7077,117.4004
ZNRF4|148066,0,0,2.3641,0,0,0,0,0,0,0
ZP1|22917,0,2.193,9.4563,8.7719,2.8799,0,0,1.9194,0,0
ZP2|7783,2.1598,13.1579,2.3641,3.7594,2.8799,0,0,0,0,0
ZP3|7784,26.5443,25.1096,494.2553,564.6115,122.6241,150.1562,20,8.6372,438.5421,574.5073
ZP4|57829,0,0,11.8203,6.2657,2.8799,0,4,1.9194,0,0
ZPBP2|124626,0,0,0,0,0,0,0,0,0,0
ZPBP|11055,0,0,0,0,0,0,0,0,0,0
ZPLD1|131368,6.4795,4.386,0,1.2531,5.7597,4.2614,4,1.9194,15.1666,18.8679
ZRANB1|54764,641.4687,743.4211,588.6525,508.7719,748.7617,703.125,788,614.2035,496.706,444.4444
ZRANB2|9406,611.2095,765.3509,1335.6974,1211.5288,484.9384,569.2756,676,616.0653,735.5799,576.5199
